"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"5214395066","""2013-01-01T14:50:26.817Z""","Lori Alexander",5.01,"CAD","-","4419602886","68-30-00"
"5214395066","""2013-01-01T04:09:49.510Z""","Barclaycard",-0.01,"CCW","Debt","4875012856851315",
"5214395066","""2013-01-01T10:19:20.757Z""","Oxfam",-0.01,"CCW","Savings","4875012856851315",
"5214395066","""2013-01-01T02:11:30.488Z""","Superdrug",-26.44,"CCW","Healthcare","4106539392768760",
"5214395066","""2013-01-01T15:00:59.732Z""","Shelter",-6.11,"CCW","Savings","4106539392768760",
"5214395066","""2013-01-02T22:02:59.982Z""","Three Mobile",-13.2,"D/D","Mobile","4419602886","68-30-00"
"5214395066","""2013-01-02T18:35:41.143Z""","Odeon Cinemas",-22.69,"CAW","Entertainment","4419602886","68-30-00"
"5214395066","""2013-01-02T08:15:30.375Z""","Matalan",-11.04,"CCW","Clothing","4875012856851315",
"5214395066","""2013-01-03T09:08:28.128Z""","Shelter",-0.01,"CCW","Savings","4875012856851315",
"5214395066","""2013-01-03T23:36:30.327Z""","Lidl",-9.99,"CCW","Food","4875012856851315",
"5214395066","""2013-01-03T02:08:24.876Z""","Sports Direct",-37.23,"CCW","Clothing","4106539392768760",
"5214395066","""2013-01-03T03:47:27.346Z""","Shelter",-3.9,"CCW","Charity","4875012856851315",
"5214395066","""2013-01-03T21:44:46.918Z""","Uber",-10.89,"CCW","Transport","4106539392768760",
"5214395066","""2013-01-04T19:17:30.375Z""","Churchill Insurance",-26.06,"D/D","Insurance","4419602886","68-30-00"
"5214395066","""2013-01-03T09:24:40.258Z""","Sports Direct",-0.01,"CCW","Clothing","4106539392768760",
"5214395066","""2013-01-04T15:28:29.338Z""","Cancer Research",-1.56,"CAW","Charity","4419602886","68-30-00"
"5214395066","""2013-01-04T22:31:32.271Z""","American Express",-7.67,"CCW","Debt","4106539392768760",
"5214395066","""2013-01-05T17:52:33.252Z""","Thames Water",-0.05,"D/D","Water","4419602886","68-30-00"
"5214395066","""2013-01-05T10:53:45.672Z""","Hitachi Personal Finance",-11.48,"CAW","Debt","4419602886","68-30-00"
"5214395066","""2013-01-05T00:30:14.307Z""","Interest",5.55,"CAD","-","4419602886","68-30-00"
"5214395066","""2013-01-05T08:00:07.511Z""","Alan Scott",1.73,"CAD","-","4419602886","68-30-00"
"5214395066","""2013-01-05T08:55:27.617Z""","Odeon Cinemas",-13.35,"CCW","Entertainment","4875012856851315",
"5214395066","""2013-01-05T16:07:09.618Z""","Odeon Cinemas",-16.13,"CCW","Entertainment","4875012856851315",
"5214395066","""2013-01-05T22:32:39.354Z""","Sports Direct",-12.72,"CCW","Clothing","4875012856851315",
"5214395066","""2013-01-05T04:33:52.412Z""","Payment received thank you",7.25,"CCD","Credit Repayment","4875012856851315",
"5214395066","""2013-01-05T07:22:13.221Z""","Matalan",-7.62,"CCW","Clothing","4875012856851315",
"5214395066","""2013-01-05T16:23:23.077Z""","Payment received thank you",-63.58,"CCD","Credit Repayment","4419602886","68-30-00"
"5214395066","""2013-01-05T07:25:39.438Z""","Payment received thank you",-7.25,"CCD","Credit Repayment","4419602886","68-30-00"
"5214395066","""2013-01-05T02:22:31.413Z""","Uber",-19.77,"CCW","Transport","4875012856851315",
"5214395066","""2013-01-05T14:29:06.193Z""","Supercuts",-13.32,"CCW","Healthcare","4875012856851315",
"5214395066","""2013-01-05T22:52:20.536Z""","McColls",-16.08,"CCW","Food","4106539392768760",
"5214395066","""2013-01-05T05:54:09.969Z""","Payment received thank you",63.58,"CCD","Credit Repayment","4875012856851315",
"5214395066","""2013-01-05T12:36:07.193Z""","Matalan",-2.24,"CCW","Clothing","4106539392768760",
"5214395066","""2013-01-06T02:01:44.895Z""","GWR",-14.74,"CAW","Transport","4419602886","68-30-00"
"5214395066","""2013-01-06T13:26:15.609Z""","Subway",-17.54,"CAW","Food","4419602886","68-30-00"
"5214395066","""2013-01-06T08:08:33.283Z""","RSPCA",-0.01,"CAW","Savings","4419602886","68-30-00"
"5214395066","""2013-01-06T00:23:41.791Z""","Sports Direct",-30.43,"CCW","Clothing","4875012856851315",
