"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"7087162714","""2013-01-01T20:54:17.955Z""","Groupon",-22.01,"CAW","Entertainment","3458180561","11-11-08"
"7087162714","""2013-01-01T04:58:51.060Z""","Lidl",-12.11,"CCW","Food","4602958598486481",
"7087162714","""2013-01-01T04:57:24.851Z""","Odeon Cinemas",-22.61,"CCW","Entertainment","4602958598486481",
"7087162714","""2013-01-01T00:46:52.795Z""","Arriva Wales",-8.75,"CAW","Transport","3458180561","11-11-08"
"7087162714","""2013-01-02T23:57:46.589Z""","Payment received thank you",-6.8,"CCD","Credit Repayment","3458180561","11-11-08"
"7087162714","""2013-01-02T00:58:50.759Z""","Payment received thank you",6.8,"CCD","Credit Repayment","4602958598486481",
"7087162714","""2013-01-02T22:23:00.375Z""","Supercuts",-15.1,"CCW","Healthcare","4602958598486481",
"7087162714","""2013-01-03T00:22:11.450Z""","Hitachi Personal Finance",-23.25,"CAW","Debt","3458180561","11-11-08"
"7087162714","""2013-01-04T05:14:42.091Z""","British Gas",-22.2,"D/D","Gas","3458180561","11-11-08"
"7087162714","""2013-01-04T13:13:13.410Z""","Alan Scott",2.58,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-06T23:52:28.227Z""","Lori Alexander",5.14,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-05T05:53:27.228Z""","Odeon Cinemas",-23.83,"CCW","Entertainment","4602958598486481",
"7087162714","""2013-01-04T14:15:16.994Z""","Sky Digital",-3.77,"D/D","Entertainment","3458180561","11-11-08"
"7087162714","""2013-01-06T20:35:47.349Z""","Lori Alexander",0.89,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-07T08:08:11.452Z""","Subway",-19.74,"CCW","Food","4602958598486481",
"7087162714","""2013-01-07T09:29:19.948Z""","McColls",-6.34,"CCW","Food","4602958598486481",
"7087162714","""2013-01-08T13:35:33.470Z""","Brenda Ward",12.75,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-08T00:32:43.640Z""","Nicole Bailey",5.31,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-08T23:40:22.790Z""","Save the Children",-8.72,"CCW","Savings","4602958598486481",
"7087162714","""2013-01-10T03:29:16.177Z""","Rent",-846,"D/D","Housing","3458180561","11-11-08"
"7087162714","""2013-01-11T04:32:03.064Z""","Interest",0.14,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-09T11:51:02.386Z""","National Express",-1.2,"CCW","Transport","4602958598486481",
"7087162714","""2013-01-11T12:48:11.077Z""","Bodyshop",-26.33,"CCW","Healthcare","4602958598486481",
"7087162714","""2013-01-11T09:41:08.547Z""","Brenda Ward",1.56,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-11T13:10:52.125Z""","MegaBus",-4.07,"CCW","Transport","4602958598486481",
"7087162714","""2013-01-12T02:16:26.340Z""","Denise Patterson",0.85,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-14T16:56:25.778Z""","Cancer Research",-0.01,"CCW","Charity","4602958598486481",
"7087162714","""2013-01-16T06:57:14.363Z""","Brenda Ward",12.16,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-16T07:07:17.791Z""","Arriva Wales",-4.08,"CCW","Transport","4602958598486481",
"7087162714","""2013-01-17T04:29:19.438Z""","Interest",3.09,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-15T10:56:47.571Z""","Groupon",-22.88,"CCW","Entertainment","4602958598486481",
"7087162714","""2013-01-18T17:56:08.430Z""","Denise Patterson",13.02,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-19T01:12:37.436Z""","Lori Alexander",8.2,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-20T14:00:35.725Z""","Denise Patterson",0.91,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-21T21:52:47.181Z""","Nicole Bailey",2.16,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-21T21:06:12.332Z""","Nicole Bailey",7.12,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-22T20:06:19.653Z""","Brenda Ward",15.17,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-23T17:22:52.195Z""","Thames Water",-11.19,"D/D","Water","3458180561","11-11-08"
"7087162714","""2013-01-23T08:52:13.059Z""","Lori Alexander",5.62,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-24T19:34:54.572Z""","Brenda Ward",0.67,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-25T03:19:50.706Z""","Salary BACS Payment",1800,"BAC","Salary","3458180561","11-11-08"
"7087162714","""2013-01-25T13:28:16.365Z""","Groupon",-23.1,"CAW","Entertainment","3458180561","11-11-08"
"7087162714","""2013-01-26T23:34:05.474Z""","McColls",-0.01,"CAW","Food","3458180561","11-11-08"
"7087162714","""2013-01-26T02:55:46.339Z""","Barclaycard",-13.36,"CAW","Debt","3458180561","11-11-08"
"7087162714","""2013-01-26T12:24:20.014Z""","Groupon",-9.82,"CAW","Entertainment","3458180561","11-11-08"
"7087162714","""2013-01-26T17:03:09.522Z""","Payment received thank you",-35.12,"CCD","Credit Repayment","3458180561","11-11-08"
"7087162714","""2013-01-26T22:06:54.326Z""","Payment received thank you",35.12,"CCD","Credit Repayment","4602958598486481",
"7087162714","""2013-01-26T22:48:20.591Z""","Groupon",-5.42,"CCW","Entertainment","4602958598486481",
"7087162714","""2013-01-26T00:33:45.715Z""","Spotify",-21.24,"CCW","Entertainment","4602958598486481",
"7087162714","""2013-01-27T18:36:23.470Z""","Odeon Cinemas",-10.67,"CAW","Entertainment","3458180561","11-11-08"
"7087162714","""2013-01-27T12:24:28.934Z""","Supercuts",-11.82,"CAW","Healthcare","3458180561","11-11-08"
"7087162714","""2013-01-27T14:56:39.352Z""","MegaBus",-0.01,"CAW","Transport","3458180561","11-11-08"
"7087162714","""2013-01-28T18:17:37.413Z""","Bodyshop",-14.21,"CCW","Healthcare","4602958598486481",
"7087162714","""2013-01-29T13:24:45.576Z""","Denise Patterson",1.97,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-29T08:30:56.911Z""","Lidl",-26.47,"CAW","Food","3458180561","11-11-08"
"7087162714","""2013-01-23T03:02:08.233Z""","Brenda Ward",3.72,"CAD","-","3458180561","11-11-08"
"7087162714","""2013-01-29T05:08:32.775Z""","Cancer Research",-2.95,"CAW","Savings","3458180561","11-11-08"
"7087162714","""2013-01-29T09:32:28.432Z""","RSPCA",-0.84,"CAW","Charity","3458180561","11-11-08"
"7087162714","""2013-01-29T08:21:14.775Z""","Save the Children",-3.85,"CCW","Charity","4602958598486481",
"7087162714","""2013-01-29T15:01:41.019Z""","River Island",-40.1,"CAW","Clothing","3458180561","11-11-08"
"7087162714","""2013-01-30T22:19:36.311Z""","Supercuts",-14.13,"CAW","Healthcare","3458180561","11-11-08"
