"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"0880594996","""2013-01-01T12:27:06.488Z""","Arriva Wales",-10.45,"CAW","Transport","5679884149","58-87-82"
"0880594996","""2013-01-01T07:28:13.170Z""","Subway",-14.38,"CCW","Food","4339692159683265",
"0880594996","""2013-01-01T04:43:03.089Z""","Arriva Wales",-12.29,"CCW","Transport","4433844305615056",
"0880594996","""2013-01-01T14:24:11.142Z""","Cancer Research",-11.27,"CAW","Charity","5679884149","58-87-82"
"0880594996","""2013-01-01T10:02:12.300Z""","McColls",-15.88,"CCW","Food","4433844305615056",
"0880594996","""2013-01-02T01:35:42.108Z""","Shelter",-2.67,"CCW","Savings","4339692159683265",
"0880594996","""2013-01-03T23:34:47.713Z""","Save the Children",-3.08,"CAW","Charity","5679884149","58-87-82"
"0880594996","""2013-01-03T08:42:52.054Z""","Primark",-27.3,"CCW","Clothing","4339692159683265",
"0880594996","""2013-01-03T23:51:15.817Z""","Hitachi Personal Finance",-7.5,"CCW","Debt","4339692159683265",
"0880594996","""2013-01-03T20:34:08.492Z""","Primark",-12.91,"CCW","Clothing","4339692159683265",
"0880594996","""2013-01-03T02:19:55.347Z""","Payment received thank you",-48.14,"CCD","Credit Repayment","5679884149","58-87-82"
"0880594996","""2013-01-03T06:29:05.191Z""","Payment received thank you",48.14,"CCD","Credit Repayment","4339692159683265",
"0880594996","""2013-01-03T00:20:03.256Z""","Spotify",-24.35,"CCW","Entertainment","4339692159683265",
"0880594996","""2013-01-03T23:08:08.152Z""","Lush",-26.9,"CCW","Healthcare","4433844305615056",
"0880594996","""2013-01-03T07:07:45.313Z""","WWF",-5.36,"CCW","Savings","4433844305615056",
"0880594996","""2013-01-03T05:06:41.016Z""","Payment received thank you",-17.22,"CCD","Credit Repayment","5679884149","58-87-82"
"0880594996","""2013-01-03T07:20:30.655Z""","Payment received thank you",17.22,"CCD","Credit Repayment","4433844305615056",
"0880594996","""2013-01-03T08:31:29.081Z""","American Express",-5.61,"CCW","Debt","4433844305615056",
"0880594996","""2013-01-04T07:36:29.767Z""","Supercuts",-16.84,"CAW","Healthcare","5679884149","58-87-82"
"0880594996","""2013-01-05T13:20:25.645Z""","Spotify",-14.22,"CCW","Entertainment","4339692159683265",
"0880594996","""2013-01-06T07:21:51.267Z""","Lush",-21.21,"CAW","Healthcare","5679884149","58-87-82"
