"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"4123815714","""2013-01-01T04:31:11.638Z""","Subway",-29.34,"CAW","Food","7756915478","47-04-38"
"4123815714","""2013-01-01T16:57:20.892Z""","Shelter",-5.05,"CAW","Savings","7756915478","47-04-38"
"4123815714","""2013-01-01T03:01:55.316Z""","Wonga",-7.33,"CAW","Debt","7756915478","47-04-38"
"4123815714","""2013-01-01T14:52:18.420Z""","Barclaycard",-0.05,"CAW","Debt","7756915478","47-04-38"
"4123815714","""2013-01-01T11:47:04.613Z""","Arriva Wales",-5.1,"CAW","Transport","7756915478","47-04-38"
"4123815714","""2013-01-01T06:31:07.910Z""","American Express",-6.19,"CAW","Debt","7756915478","47-04-38"
"4123815714","""2013-01-02T01:16:21.128Z""","Matalan",-11.52,"CCW","Clothing","4124597495794370",
"4123815714","""2013-01-04T22:06:08.161Z""","Churchill Insurance",-64.37,"D/D","Insurance","7756915478","47-04-38"
"4123815714","""2013-01-04T07:39:59.320Z""","Superdrug",-11.89,"CCW","Healthcare","4124597495794370",
"4123815714","""2013-01-04T13:15:45.843Z""","Save the Children",-0.72,"CCW","Savings","4124597495794370",
"4123815714","""2013-01-03T01:40:08.218Z""","McColls",-0.01,"CAW","Food","7756915478","47-04-38"
"4123815714","""2013-01-03T03:19:35.678Z""","Odeon Cinemas",-6.55,"CCW","Entertainment","4124597495794370",
"4123815714","""2013-01-04T23:00:40.384Z""","Save the Children",-2.13,"CCW","Charity","4124597495794370",
"4123815714","""2013-01-04T07:40:15.631Z""","Odeon Cinemas",-4.31,"CCW","Entertainment","4124597495794370",
"4123815714","""2013-01-04T01:17:59.405Z""","WWF",-2.59,"CCW","Savings","4124597495794370",
"4123815714","""2013-01-05T05:45:29.625Z""","Rent",-600,"D/D","Housing","7756915478","47-04-38"
"4123815714","""2013-01-06T11:56:42.802Z""","WWF",-5.29,"CCW","Charity","4124597495794370",
"4123815714","""2013-01-05T23:20:33.672Z""","RSPCA",-3.83,"CCW","Savings","4124597495794370",
"4123815714","""2013-01-07T15:22:37.871Z""","Alan Scott",3.97,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-07T16:47:51.043Z""","WWF",-10.12,"CCW","Charity","4124597495794370",
"4123815714","""2013-01-07T23:08:56.629Z""","Cancer Research",-11.45,"CCW","Savings","4124597495794370",
"4123815714","""2013-01-08T18:01:56.449Z""","MegaBus",-5.9,"CCW","Transport","4124597495794370",
"4123815714","""2013-01-08T17:57:44.787Z""","Groupon",-0.01,"CCW","Entertainment","4124597495794370",
"4123815714","""2013-01-14T06:35:23.997Z""","Denise Patterson",4.27,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-15T11:12:37.059Z""","Alan Scott",6.84,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-15T19:47:10.096Z""","Lori Alexander",5.21,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-16T14:23:27.087Z""","Interest",1.92,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-16T09:16:05.595Z""","Lush",-16.61,"CCW","Healthcare","4124597495794370",
"4123815714","""2013-01-17T16:12:31.352Z""","Interest",8.98,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-18T02:32:01.741Z""","Denise Patterson",0.58,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-18T08:08:59.764Z""","Brenda Ward",0.26,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-19T13:41:39.811Z""","Virgin Media",-29.23,"D/D","Internet","7756915478","47-04-38"
"4123815714","""2013-01-19T09:28:20.951Z""","Brenda Ward",11.51,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-22T14:24:05.260Z""","Nicole Bailey",9.6,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-25T08:40:15.459Z""","Salary BACS Payment",2000,"BAC","Salary","7756915478","47-04-38"
"4123815714","""2013-01-25T04:33:23.257Z""","Cancer Research",-2.02,"CAW","Savings","7756915478","47-04-38"
"4123815714","""2013-01-26T00:59:33.572Z""","Arriva Wales",-10.42,"CAW","Transport","7756915478","47-04-38"
"4123815714","""2013-01-26T19:19:24.632Z""","Brenda Ward",2.21,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-26T02:40:01.685Z""","Barclaycard",-5.7,"CAW","Debt","7756915478","47-04-38"
"4123815714","""2013-01-26T06:17:44.151Z""","Interest",5,"CAD","-","7756915478","47-04-38"
"4123815714","""2013-01-26T02:37:49.938Z""","Bodyshop",-18.83,"CAW","Healthcare","7756915478","47-04-38"
