"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"2201254313","""2013-01-01T08:57:56.378Z""","Wonga",-11.01,"CAW","Debt","7518661610","57-58-13"
"2201254313","""2013-01-01T04:55:11.074Z""","Interest",2.9,"CAD","-","7518661610","57-58-13"
"2201254313","""2013-01-01T16:44:11.474Z""","WWF",-0.72,"CAW","Savings","7518661610","57-58-13"
"2201254313","""2013-01-01T06:08:26.581Z""","National Express",-7,"CAW","Transport","7518661610","57-58-13"
"2201254313","""2013-01-01T10:34:29.760Z""","Wonga",-3.71,"CAW","Debt","7518661610","57-58-13"
"2201254313","""2013-01-01T12:20:52.292Z""","Shelter",-0.01,"CAW","Charity","7518661610","57-58-13"
"2201254313","""2013-01-01T00:32:03.103Z""","Sports Direct",-19.9,"CCW","Clothing","4704952771589754",
"2201254313","""2013-01-01T05:06:32.490Z""","National Express",-0.01,"CCW","Transport","4704952771589754",
"2201254313","""2013-01-01T19:10:16.890Z""","Subway",-15.91,"CCW","Food","4849897589819230",
"2201254313","""2013-01-01T21:48:47.483Z""","Shelter",-14.24,"CCW","Savings","4704952771589754",
"2201254313","""2013-01-01T09:56:13.831Z""","Lush",-17.39,"CCW","Healthcare","4849897589819230",
"2201254313","""2013-01-01T19:51:49.906Z""","Arriva Wales",-2.86,"CCW","Transport","4849897589819230",
"2201254313","""2013-01-01T05:13:58.575Z""","Payment received thank you",-75.15,"CCD","Credit Repayment","7518661610","57-58-13"
"2201254313","""2013-01-01T22:33:18.119Z""","Payment received thank you",75.15,"CCD","Credit Repayment","4849897589819230",
"2201254313","""2013-01-01T19:11:00.111Z""","Barclaycard",-4.79,"CCW","Debt","4849897589819230",
"2201254313","""2013-01-01T00:46:15.017Z""","Hitachi Personal Finance",-4.25,"CCW","Debt","4849897589819230",
"2201254313","""2013-01-01T02:08:24.538Z""","Lidl",-23.32,"CCW","Food","4849897589819230",
"2201254313","""2013-01-02T14:49:06.043Z""","Oxfam",-10.09,"CAW","Charity","7518661610","57-58-13"
"2201254313","""2013-01-02T10:15:56.546Z""","Spotify",-4.57,"CAW","Entertainment","7518661610","57-58-13"
"2201254313","""2013-01-02T22:54:06.770Z""","Nicole Bailey",12.33,"CAD","-","7518661610","57-58-13"
"2201254313","""2013-01-02T07:05:03.771Z""","Spotify",-2.79,"CAW","Entertainment","7518661610","57-58-13"
"2201254313","""2013-01-02T06:56:23.154Z""","Matalan",-3.47,"CAW","Clothing","7518661610","57-58-13"
"2201254313","""2013-01-02T03:56:04.649Z""","Hitachi Personal Finance",-11.46,"CAW","Debt","7518661610","57-58-13"
"2201254313","""2013-01-02T21:36:12.194Z""","Denise Patterson",1.08,"CAD","-","7518661610","57-58-13"
"2201254313","""2013-01-02T13:02:23.043Z""","National Express",-10.35,"CAW","Transport","7518661610","57-58-13"
"2201254313","""2013-01-02T07:42:51.361Z""","American Express",-1.92,"CAW","Debt","7518661610","57-58-13"
"2201254313","""2013-01-02T22:57:18.448Z""","Save the Children",-3.68,"CAW","Savings","7518661610","57-58-13"
"2201254313","""2013-01-02T19:55:12.093Z""","WWF",-12.22,"CCW","Savings","4704952771589754",
"2201254313","""2013-01-02T20:07:18.094Z""","Hitachi Personal Finance",-5.68,"CCW","Debt","4849897589819230",
"2201254313","""2013-01-03T17:33:23.790Z""","Barclaycard",-8.93,"CAW","Debt","7518661610","57-58-13"
"2201254313","""2013-01-03T22:42:23.867Z""","Cancer Research",-2.72,"CCW","Charity","4849897589819230",
"2201254313","""2013-01-03T23:52:10.403Z""","Cancer Research",-0.01,"CCW","Savings","4704952771589754",
"2201254313","""2013-01-04T10:39:14.506Z""","Shelter",-7.54,"CAW","Savings","7518661610","57-58-13"
"2201254313","""2013-01-04T16:39:40.792Z""","RSPCA",-9.7,"CAW","Charity","7518661610","57-58-13"
"2201254313","""2013-01-04T14:15:14.986Z""","Odeon Cinemas",-10.74,"CCW","Entertainment","4849897589819230",
"2201254313","""2013-01-05T16:05:03.806Z""","Groupon",-26.99,"CCW","Entertainment","4704952771589754",
