"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"9127854341","""2013-01-01T04:43:46.939Z""","Lidl",-12.02,"CAW","Food","0003993127","31-45-08"
"9127854341","""2013-01-01T16:18:07.952Z""","Cancer Research",-0.39,"CAW","Charity","0003993127","31-45-08"
"9127854341","""2013-01-01T04:59:07.299Z""","Lush",-10.84,"CAW","Healthcare","0003993127","31-45-08"
"9127854341","""2013-01-01T00:12:06.440Z""","Lidl",-33.16,"CAW","Food","0003993127","31-45-08"
"9127854341","""2013-01-01T07:23:13.168Z""","MegaBus",-0.01,"CAW","Transport","0003993127","31-45-08"
"9127854341","""2013-01-01T03:37:27.925Z""","Nicole Bailey",6.25,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-01T03:44:33.976Z""","Sports Direct",-20.54,"CCW","Clothing","4294702545077362",
"9127854341","""2013-01-01T11:48:22.123Z""","Superdrug",-13.64,"CCW","Healthcare","4294702545077362",
"9127854341","""2013-01-01T21:31:53.297Z""","National Express",-5.62,"CCW","Transport","4497603100148264",
"9127854341","""2013-01-02T23:23:04.738Z""","Alan Scott",3.6,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-02T01:35:13.192Z""","Alan Scott",1.13,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-02T04:04:19.676Z""","Interest",0.53,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-02T05:53:59.396Z""","Oxfam",-1.93,"CCW","Savings","4497603100148264",
"9127854341","""2013-01-03T10:55:03.997Z""","Bodyshop",-25.04,"CCW","Healthcare","4294702545077362",
"9127854341","""2013-01-03T10:52:57.909Z""","National Express",-7.31,"CCW","Transport","4497603100148264",
"9127854341","""2013-01-04T13:49:54.201Z""","Cancer Research",-3.91,"CCW","Charity","4497603100148264",
"9127854341","""2013-01-04T21:35:15.656Z""","Virgin Media",-43.48,"D/D","Internet","0003993127","31-45-08"
"9127854341","""2013-01-04T21:11:47.829Z""","WWF",-2.86,"CCW","Charity","4497603100148264",
"9127854341","""2013-01-06T03:14:29.368Z""","Supercuts",-15.07,"CCW","Healthcare","4294702545077362",
"9127854341","""2013-01-04T21:42:38.209Z""","Save the Children",-5.03,"CCW","Charity","4497603100148264",
"9127854341","""2013-01-06T21:35:30.315Z""","Oxfam",-6.77,"CCW","Charity","4294702545077362",
"9127854341","""2013-01-07T21:03:32.832Z""","Lush",-18.22,"CCW","Healthcare","4294702545077362",
"9127854341","""2013-01-07T10:38:23.366Z""","McColls",-17.89,"CCW","Food","4294702545077362",
"9127854341","""2013-01-07T07:59:54.488Z""","Sports Direct",-27.69,"CCW","Clothing","4294702545077362",
"9127854341","""2013-01-07T20:46:21.541Z""","Barclaycard",-0.13,"CCW","Debt","4294702545077362",
"9127854341","""2013-01-07T01:41:24.270Z""","Wonga",-3.27,"CCW","Debt","4497603100148264",
"9127854341","""2013-01-07T22:30:13.549Z""","Arriva Wales",-2.57,"CCW","Transport","4497603100148264",
"9127854341","""2013-01-08T17:31:06.615Z""","WWF",-0.01,"CCW","Charity","4497603100148264",
"9127854341","""2013-01-08T20:56:46.522Z""","Arriva Wales",-0.01,"CCW","Transport","4497603100148264",
"9127854341","""2013-01-07T02:39:27.692Z""","Matalan",-10.96,"CCW","Clothing","4497603100148264",
"9127854341","""2013-01-09T09:48:21.096Z""","Denise Patterson",3.81,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-09T22:31:12.932Z""","Alan Scott",13.23,"CAD","-","0003993127","31-45-08"
"9127854341","""2013-01-09T08:58:51.606Z""","Spotify",-21.45,"CCW","Entertainment","4294702545077362",
"9127854341","""2013-01-09T11:24:20.655Z""","Supercuts",-6.43,"CCW","Healthcare","4497603100148264",
"9127854341","""2013-01-09T13:09:24.546Z""","Primark",-30.68,"CCW","Clothing","4497603100148264",
"9127854341","""2013-01-09T20:04:09.691Z""","Sports Direct",-23.53,"CCW","Clothing","4497603100148264",
