"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"0472758476","""2013-01-01T20:31:32.079Z""","Wonga",-2.4,"CAW","Debt","4962482411","29-34-68"
"0472758476","""2013-01-01T01:30:11.344Z""","Bodyshop",-26.3,"CAW","Healthcare","4962482411","29-34-68"
"0472758476","""2013-01-01T04:35:39.067Z""","Subway",-18.91,"CCW","Food","4894735283394817",
"0472758476","""2013-01-01T07:43:50.695Z""","Spotify",-12.43,"CCW","Entertainment","4673526357429697",
"0472758476","""2013-01-02T00:20:22.826Z""","Oxfam",-4.7,"CAW","Charity","4962482411","29-34-68"
"0472758476","""2013-01-02T07:43:25.212Z""","Odeon Cinemas",-4.07,"CCW","Entertainment","4894735283394817",
"0472758476","""2013-01-02T07:14:57.153Z""","Lidl",-18.07,"CCW","Food","4673526357429697",
"0472758476","""2013-01-03T23:21:59.033Z""","Wonga",-4.6,"CCW","Debt","4894735283394817",
"0472758476","""2013-01-03T08:17:39.648Z""","Hitachi Personal Finance",-4.93,"CCW","Debt","4894735283394817",
"0472758476","""2013-01-03T17:14:48.418Z""","Primark",-42.54,"CCW","Clothing","4894735283394817",
"0472758476","""2013-01-03T10:18:44.073Z""","Cancer Research",-6.53,"CCW","Savings","4673526357429697",
"0472758476","""2013-01-03T10:45:20.571Z""","McColls",-14.79,"CCW","Food","4673526357429697",
"0472758476","""2013-01-03T12:27:48.701Z""","Supercuts",-11.75,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-03T21:52:57.839Z""","Primark",-9.32,"CCW","Clothing","4673526357429697",
"0472758476","""2013-01-03T12:10:08.887Z""","McColls",-11.32,"CCW","Food","4673526357429697",
"0472758476","""2013-01-04T14:17:01.619Z""","Brenda Ward",3.43,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-03T06:35:14.330Z""","Wonga",-8.8,"CCW","Debt","4673526357429697",
"0472758476","""2013-01-04T17:14:12.300Z""","Arriva Wales",-10.51,"CCW","Transport","4894735283394817",
"0472758476","""2013-01-03T00:32:47.384Z""","Lidl",-14.64,"CCW","Food","4673526357429697",
"0472758476","""2013-01-04T21:27:25.113Z""","Bodyshop",-34.17,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-04T16:59:44.139Z""","Bodyshop",-4.24,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-04T02:52:02.096Z""","Bodyshop",-13.55,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-05T09:39:01.361Z""","MegaBus",-6.49,"CCW","Transport","4894735283394817",
"0472758476","""2013-01-05T06:54:34.706Z""","Hitachi Personal Finance",-12.78,"CCW","Debt","4894735283394817",
"0472758476","""2013-01-06T03:31:24.363Z""","Groupon",-23.08,"CCW","Entertainment","4894735283394817",
"0472758476","""2013-01-06T21:13:04.464Z""","RSPCA",-6.84,"CAW","Savings","4962482411","29-34-68"
"0472758476","""2013-01-06T08:14:56.369Z""","Denise Patterson",35.04,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-06T09:34:12.396Z""","Cancer Research",-10.16,"CCW","Charity","4673526357429697",
"0472758476","""2013-01-06T15:24:03.583Z""","Payment received thank you",-1.85,"CCD","Credit Repayment","4962482411","29-34-68"
"0472758476","""2013-01-06T08:14:11.511Z""","Bodyshop",-19.47,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-05T22:29:00.102Z""","Supercuts",-18.05,"CAW","Healthcare","4962482411","29-34-68"
"0472758476","""2013-01-06T12:38:44.908Z""","Payment received thank you",1.85,"CCD","Credit Repayment","4673526357429697",
"0472758476","""2013-01-08T01:06:26.105Z""","British Gas",-14.3,"D/D","Gas","4962482411","29-34-68"
"0472758476","""2013-01-08T19:09:05.186Z""","Sports Direct",-8.74,"CAW","Clothing","4962482411","29-34-68"
"0472758476","""2013-01-03T12:50:17.509Z""","National Express",-3.24,"CCW","Transport","4673526357429697",
"0472758476","""2013-01-08T05:07:05.102Z""","Matalan",-3.95,"CAW","Clothing","4962482411","29-34-68"
"0472758476","""2013-01-08T21:15:15.074Z""","National Express",-7.77,"CCW","Transport","4894735283394817",
"0472758476","""2013-01-08T14:53:51.159Z""","Groupon",-16.3,"CCW","Entertainment","4673526357429697",
"0472758476","""2013-01-08T04:21:12.254Z""","Sports Direct",-21.85,"CCW","Clothing","4673526357429697",
"0472758476","""2013-01-08T23:42:40.983Z""","Oxfam",-0.01,"CCW","Savings","4673526357429697",
"0472758476","""2013-01-09T19:58:16.264Z""","National Express",-3.1,"CCW","Transport","4673526357429697",
"0472758476","""2013-01-09T05:24:32.450Z""","Matalan",-27.99,"CCW","Clothing","4673526357429697",
"0472758476","""2013-01-09T18:32:14.339Z""","Cancer Research",-0.01,"CCW","Charity","4673526357429697",
"0472758476","""2013-01-09T06:31:05.571Z""","WWF",-0.01,"CCW","Charity","4673526357429697",
"0472758476","""2013-01-11T13:51:33.221Z""","Denise Patterson",1.1,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-11T02:56:32.307Z""","Spotify",-11.13,"CCW","Entertainment","4673526357429697",
"0472758476","""2013-01-11T21:04:01.130Z""","Lush",-35.84,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-10T06:29:24.748Z""","Cancer Research",-3.06,"CCW","Savings","4673526357429697",
"0472758476","""2013-01-11T05:53:08.545Z""","Sports Direct",-33.66,"CCW","Clothing","4673526357429697",
"0472758476","""2013-01-11T11:07:48.159Z""","MegaBus",-11.67,"CCW","Transport","4673526357429697",
"0472758476","""2013-01-12T18:35:46.384Z""","Shelter",-10.42,"CCW","Savings","4894735283394817",
"0472758476","""2013-01-13T13:32:30.032Z""","Lori Alexander",3.47,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-13T17:03:58.479Z""","Arriva Wales",-8.77,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-13T13:05:15.885Z""","Arriva Wales",-13.57,"CCW","Transport","4673526357429697",
"0472758476","""2013-01-13T20:18:30.590Z""","Lush",-19.98,"CCW","Healthcare","4673526357429697",
"0472758476","""2013-01-14T16:14:41.860Z""","Nicole Bailey",2.44,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-14T15:32:42.673Z""","Denise Patterson",4.79,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-15T00:25:33.023Z""","Arriva Wales",-2.85,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-15T15:16:59.733Z""","Nicole Bailey",3.47,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-16T02:21:27.325Z""","Save the Children",-10.64,"CAW","Charity","4962482411","29-34-68"
"0472758476","""2013-01-17T14:23:48.942Z""","Rent",-600,"D/D","Housing","4962482411","29-34-68"
"0472758476","""2013-01-19T10:08:26.089Z""","Alan Scott",4.62,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-21T14:06:08.119Z""","Thames Water",-23.81,"D/D","Water","4962482411","29-34-68"
"0472758476","""2013-01-23T18:35:04.429Z""","Brenda Ward",1.09,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-24T22:54:06.314Z""","Spotify",-12.27,"CCW","Entertainment","4673526357429697",
"0472758476","""2013-01-24T00:36:13.081Z""","Wonga",-0.01,"CCW","Debt","4673526357429697",
"0472758476","""2013-01-25T21:18:39.249Z""","MegaBus",-0.01,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-25T06:35:19.931Z""","Salary BACS Payment",2000,"BAC","Salary","4962482411","29-34-68"
"0472758476","""2013-01-25T00:05:47.405Z""","Hitachi Personal Finance",-6.08,"CAW","Debt","4962482411","29-34-68"
"0472758476","""2013-01-26T09:02:50.983Z""","Three Mobile",-70.21,"D/D","Mobile","4962482411","29-34-68"
"0472758476","""2013-01-26T11:31:01.537Z""","MegaBus",-0.01,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-26T15:17:54.312Z""","McColls",-8.23,"CAW","Food","4962482411","29-34-68"
"0472758476","""2013-01-26T17:15:22.812Z""","Nicole Bailey",3.04,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-26T19:19:46.275Z""","Superdrug",-13.76,"CAW","Healthcare","4962482411","29-34-68"
"0472758476","""2013-01-26T21:17:13.092Z""","Brenda Ward",0.29,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-27T22:54:16.892Z""","RSPCA",-8.16,"CAW","Charity","4962482411","29-34-68"
"0472758476","""2013-01-27T20:40:10.319Z""","Arriva Wales",-0.01,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-27T14:26:48.106Z""","Supercuts",-37.94,"CAW","Healthcare","4962482411","29-34-68"
"0472758476","""2013-01-27T16:47:34.311Z""","Sports Direct",-11.04,"CAW","Clothing","4962482411","29-34-68"
"0472758476","""2013-01-27T18:01:41.954Z""","Spotify",-24.42,"CAW","Entertainment","4962482411","29-34-68"
"0472758476","""2013-01-27T22:01:39.833Z""","Shelter",-7.55,"CAW","Charity","4962482411","29-34-68"
"0472758476","""2013-01-27T15:24:37.892Z""","Payment received thank you",-181.28,"CCD","Credit Repayment","4962482411","29-34-68"
"0472758476","""2013-01-27T07:47:02.240Z""","Payment received thank you",181.28,"CCD","Credit Repayment","4894735283394817",
"0472758476","""2013-01-28T13:18:21.001Z""","Subway",-21.09,"CAW","Food","4962482411","29-34-68"
"0472758476","""2013-01-28T20:34:07.252Z""","Groupon",-8.44,"CAW","Entertainment","4962482411","29-34-68"
"0472758476","""2013-01-28T09:22:00.517Z""","Cancer Research",-7.86,"CAW","Savings","4962482411","29-34-68"
"0472758476","""2013-01-28T11:56:14.295Z""","MegaBus",-4,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-28T12:23:36.964Z""","MegaBus",-12.39,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-28T18:24:16.133Z""","Primark",-32.91,"CAW","Clothing","4962482411","29-34-68"
"0472758476","""2013-01-28T09:18:04.580Z""","Superdrug",-25.11,"CAW","Healthcare","4962482411","29-34-68"
"0472758476","""2013-01-28T20:15:07.313Z""","Payment received thank you",0.82,"CCD","Credit Repayment","4894735283394817",
"0472758476","""2013-01-28T02:26:44.711Z""","Lidl",-12.23,"CCW","Food","4894735283394817",
"0472758476","""2013-01-29T06:33:14.903Z""","Groupon",-15.33,"CAW","Entertainment","4962482411","29-34-68"
"0472758476","""2013-01-29T14:35:08.958Z""","Groupon",-30,"CCW","Entertainment","4894735283394817",
"0472758476","""2013-01-29T15:07:29.732Z""","Odeon Cinemas",-20.5,"CCW","Entertainment","4894735283394817",
"0472758476","""2013-01-30T05:59:09.784Z""","Interest",0.3,"CAD","-","4962482411","29-34-68"
"0472758476","""2013-01-30T19:08:44.540Z""","Arriva Wales",-0.01,"CAW","Transport","4962482411","29-34-68"
"0472758476","""2013-01-30T17:56:33.390Z""","Oxfam",-2.06,"CAW","Savings","4962482411","29-34-68"
