"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"1806931307","""2013-01-01T03:11:14.479Z""","TicketMaster",-13.39,"CCW","Entertainment","4239749767403584",
"1806931307","""2013-01-01T23:13:17.097Z""","TicketMaster",-16.69,"CCW","Entertainment","4633917504770688",
"1806931307","""2013-01-01T09:26:43.114Z""","Save the Children",-7.91,"CCW","Savings","4633917504770688",
"1806931307","""2013-01-01T23:42:57.378Z""","Oxfam",-2.06,"CCW","Charity","4633917504770688",
"1806931307","""2013-01-02T15:24:30.631Z""","Nicole Bailey",1.7,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-02T04:32:30.186Z""","MegaBus",-9.66,"CCW","Transport","4239749767403584",
"1806931307","""2013-01-02T09:27:25.542Z""","Barclaycard",-3.88,"CCW","Debt","4633917504770688",
"1806931307","""2013-01-03T20:00:48.157Z""","Brenda Ward",2.36,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-03T22:32:34.026Z""","Primark",-12.17,"CAW","Clothing","3456336965","67-76-86"
"1806931307","""2013-01-03T18:08:38.338Z""","Wonga",-9.14,"CCW","Debt","4239749767403584",
"1806931307","""2013-01-03T08:10:14.104Z""","Bodyshop",-21.94,"CCW","Healthcare","4633917504770688",
"1806931307","""2013-01-04T15:06:53.810Z""","Alan Scott",20.16,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-04T04:24:37.540Z""","Cancer Research",-2.08,"CAW","Savings","3456336965","67-76-86"
"1806931307","""2013-01-04T06:44:56.880Z""","McColls",-17.6,"CAW","Food","3456336965","67-76-86"
"1806931307","""2013-01-05T14:11:52.413Z""","Shelter",-11.29,"CAW","Savings","3456336965","67-76-86"
"1806931307","""2013-01-05T21:36:33.637Z""","McColls",-24.7,"CAW","Food","3456336965","67-76-86"
"1806931307","""2013-01-06T10:51:04.670Z""","TV Licence",-23.42,"D/D","Entertainment","3456336965","67-76-86"
"1806931307","""2013-01-06T15:13:32.071Z""","WWF",-6.61,"CCW","Charity","4239749767403584",
"1806931307","""2013-01-10T04:23:23.366Z""","Matalan",-13.75,"CCW","Clothing","4633917504770688",
"1806931307","""2013-01-09T16:39:58.158Z""","Subway",-2.9,"CCW","Food","4633917504770688",
"1806931307","""2013-01-08T05:37:00.912Z""","Brenda Ward",2.46,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-10T07:50:29.764Z""","Hitachi Personal Finance",-10.22,"CCW","Debt","4633917504770688",
"1806931307","""2013-01-10T08:09:06.893Z""","Three Mobile",-89.95,"D/D","Mobile","3456336965","67-76-86"
"1806931307","""2013-01-11T02:52:30.499Z""","Lori Alexander",9.32,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-10T16:35:12.174Z""","Lush",-0.01,"CCW","Healthcare","4633917504770688",
"1806931307","""2013-01-04T04:39:26.824Z""","WWF",-9.22,"CCW","Charity","4239749767403584",
"1806931307","""2013-01-11T04:07:08.239Z""","Alan Scott",3.48,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-11T21:47:36.299Z""","Interest",2.73,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-11T02:37:18.159Z""","Denise Patterson",12.16,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-11T08:55:09.674Z""","Alan Scott",2.46,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-12T17:19:51.599Z""","Lori Alexander",11.22,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-11T17:19:10.761Z""","Lori Alexander",2.55,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-12T04:59:58.531Z""","Bodyshop",-9,"CCW","Healthcare","4633917504770688",
"1806931307","""2013-01-13T22:00:35.252Z""","Thames Water",-30.27,"D/D","Water","3456336965","67-76-86"
"1806931307","""2013-01-11T06:09:34.325Z""","Brenda Ward",1.2,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-14T06:20:54.959Z""","Hitachi Personal Finance",-7.53,"CCW","Debt","4633917504770688",
"1806931307","""2013-01-14T05:23:46.547Z""","Supercuts",-13.72,"CCW","Healthcare","4633917504770688",
"1806931307","""2013-01-13T21:10:33.107Z""","Rent",-600,"D/D","Housing","3456336965","67-76-86"
"1806931307","""2013-01-15T14:40:19.319Z""","Cancer Research",-5.69,"CCW","Savings","4633917504770688",
"1806931307","""2013-01-16T18:46:12.600Z""","Denise Patterson",1.65,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-16T00:06:35.363Z""","Lori Alexander",4.48,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-16T23:41:40.490Z""","Primark",-10.56,"CCW","Clothing","4633917504770688",
"1806931307","""2013-01-16T13:51:27.655Z""","Subway",-21.15,"CCW","Food","4633917504770688",
"1806931307","""2013-01-17T10:34:07.860Z""","Lori Alexander",2.94,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-18T20:10:14.700Z""","Brenda Ward",29.36,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-18T01:29:56.439Z""","Interest",8.94,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-20T02:37:28.400Z""","Brenda Ward",1.94,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-20T22:23:11.600Z""","Interest",2.86,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-22T06:39:16.909Z""","Alan Scott",0.06,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-16T00:56:33.557Z""","Nicole Bailey",0.47,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-22T19:01:31.291Z""","Brenda Ward",5.92,"CAD","-","3456336965","67-76-86"
"1806931307","""2013-01-22T13:11:47.609Z""","Paintball UK",-35.92,"CCW","Entertainment","4633917504770688",
"1806931307","""2013-01-23T04:57:01.977Z""","Lori Alexander",0.19,"CAD","-","3456336965","67-76-86"
