"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"2128201469","""2013-01-01T07:43:55.629Z""","British Gas",-42.99,"D/D","Gas","6378220117","49-26-23"
"2128201469","""2013-01-01T07:28:29.384Z""","McColls",-13.09,"CAW","Food","6378220117","49-26-23"
"2128201469","""2013-01-01T19:56:09.246Z""","Sports Direct",-29.93,"CCW","Clothing","4301179697007334",
"2128201469","""2013-01-01T11:41:53.765Z""","Lidl",-5.01,"CCW","Food","4489074882985986",
"2128201469","""2013-01-02T15:36:06.935Z""","Cancer Research",-0.01,"CAW","Savings","6378220117","49-26-23"
"2128201469","""2013-01-02T20:51:14.789Z""","Lush",-31.81,"CAW","Healthcare","6378220117","49-26-23"
"2128201469","""2013-01-02T01:14:47.826Z""","Brenda Ward",1.57,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-02T09:36:54.593Z""","National Express",-13.18,"CCW","Transport","4301179697007334",
"2128201469","""2013-01-02T02:36:03.081Z""","Save the Children",-6.39,"CCW","Charity","4489074882985986",
"2128201469","""2013-01-02T03:17:41.384Z""","Shelter",-5.72,"CCW","Charity","4489074882985986",
"2128201469","""2013-01-03T21:24:55.339Z""","Cancer Research",-0.01,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-03T17:37:04.135Z""","Lush",-0.01,"CCW","Healthcare","4301179697007334",
"2128201469","""2013-01-03T19:14:28.629Z""","Oxfam",-0.01,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-03T20:58:04.422Z""","McColls",-17.71,"CCW","Food","4301179697007334",
"2128201469","""2013-01-03T04:26:59.193Z""","Hitachi Personal Finance",-0.01,"CCW","Debt","4301179697007334",
"2128201469","""2013-01-03T00:31:50.900Z""","Cancer Research",-3.39,"CCW","Charity","4489074882985986",
"2128201469","""2013-01-03T14:06:15.184Z""","Odeon Cinemas",-18.19,"CCW","Entertainment","4489074882985986",
"2128201469","""2013-01-03T07:12:57.699Z""","Lush",-13.98,"CCW","Healthcare","4489074882985986",
"2128201469","""2013-01-03T12:28:15.237Z""","Cancer Research",-0.01,"CCW","Charity","4489074882985986",
"2128201469","""2013-01-03T08:08:53.348Z""","Oxfam",-4.95,"CCW","Savings","4489074882985986",
"2128201469","""2013-01-04T05:20:27.671Z""","Oxfam",-5.04,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-03T20:55:22.017Z""","Lidl",-10.1,"CCW","Food","4489074882985986",
"2128201469","""2013-01-04T08:27:17.167Z""","Groupon",-3.8,"CAW","Entertainment","6378220117","49-26-23"
"2128201469","""2013-01-05T18:20:35.025Z""","TV Licence",-24.21,"D/D","Entertainment","6378220117","49-26-23"
"2128201469","""2013-01-05T23:09:31.703Z""","Arriva Wales",-8.68,"CCW","Transport","4301179697007334",
"2128201469","""2013-01-06T01:23:49.310Z""","Supercuts",-12.47,"CAW","Healthcare","6378220117","49-26-23"
"2128201469","""2013-01-05T09:10:00.748Z""","MegaBus",-7.15,"CCW","Transport","4489074882985986",
"2128201469","""2013-01-06T08:23:53.544Z""","National Express",-13.62,"CCW","Transport","4301179697007334",
"2128201469","""2013-01-06T15:41:03.820Z""","Arriva Wales",-13.64,"CCW","Transport","4301179697007334",
"2128201469","""2013-01-07T20:01:14.959Z""","Lush",-22.87,"CAW","Healthcare","6378220117","49-26-23"
"2128201469","""2013-01-07T05:51:30.379Z""","Lori Alexander",2.1,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-07T23:37:31.650Z""","Matalan",-25.3,"CCW","Clothing","4489074882985986",
"2128201469","""2013-01-03T18:30:38.284Z""","WWF",-2.99,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-06T02:00:56.368Z""","Groupon",-35.43,"CCW","Entertainment","4489074882985986",
"2128201469","""2013-01-08T16:45:00.204Z""","Arriva Wales",-0.3,"CCW","Transport","4301179697007334",
"2128201469","""2013-01-09T02:46:33.406Z""","Interest",2.4,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-09T01:38:16.047Z""","Odeon Cinemas",-12.91,"CAW","Entertainment","6378220117","49-26-23"
"2128201469","""2013-01-10T15:24:35.043Z""","Brenda Ward",5.89,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-09T16:25:25.840Z""","Matalan",-18.63,"CCW","Clothing","4301179697007334",
"2128201469","""2013-01-11T22:59:40.233Z""","Lidl",-12.79,"CCW","Food","4301179697007334",
"2128201469","""2013-01-12T17:54:05.165Z""","Lori Alexander",2.78,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-12T20:46:50.343Z""","Shelter",-6.32,"CAW","Savings","6378220117","49-26-23"
"2128201469","""2013-01-11T10:30:10.034Z""","Matalan",-16.23,"CCW","Clothing","4301179697007334",
"2128201469","""2013-01-12T08:00:11.655Z""","Hitachi Personal Finance",-14.51,"CCW","Debt","4301179697007334",
"2128201469","""2013-01-12T06:54:22.865Z""","Subway",-3.89,"CCW","Food","4489074882985986",
"2128201469","""2013-01-13T05:50:08.156Z""","Shelter",-0.01,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-15T01:56:54.322Z""","Brenda Ward",0.69,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-12T03:31:48.721Z""","Groupon",-14.78,"CAW","Entertainment","6378220117","49-26-23"
"2128201469","""2013-01-15T06:25:45.383Z""","Rent",-300,"D/D","Housing","6378220117","49-26-23"
"2128201469","""2013-01-12T20:16:05.211Z""","Interest",0.31,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-15T20:50:42.980Z""","Supercuts",-19.27,"CCW","Healthcare","4301179697007334",
"2128201469","""2013-01-15T07:08:36.240Z""","Groupon",-22.6,"CCW","Entertainment","4301179697007334",
"2128201469","""2013-01-15T13:43:25.754Z""","Matalan",-24.18,"CCW","Clothing","4301179697007334",
"2128201469","""2013-01-16T02:10:37.070Z""","Brenda Ward",0.95,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-17T11:32:03.605Z""","Superdrug",-0.01,"CCW","Healthcare","4301179697007334",
"2128201469","""2013-01-18T12:33:42.941Z""","Virgin Media",-24.69,"D/D","Internet","6378220117","49-26-23"
"2128201469","""2013-01-17T06:29:22.380Z""","Shelter",-8.37,"CCW","Charity","4301179697007334",
"2128201469","""2013-01-19T23:29:08.497Z""","Spotify",-24.39,"CCW","Entertainment","4301179697007334",
"2128201469","""2013-01-18T12:11:38.266Z""","Oxfam",-5.74,"CCW","Savings","4489074882985986",
"2128201469","""2013-01-20T23:44:26.220Z""","Alan Scott",3.47,"CAD","-","6378220117","49-26-23"
"2128201469","""2013-01-20T12:56:23.380Z""","Barclaycard",-10.34,"CCW","Debt","4301179697007334",
"2128201469","""2013-01-20T19:43:26.525Z""","Superdrug",-18.95,"CCW","Healthcare","4301179697007334",
